SENARAI SEKOLAH RENDAH DAN MENENGAH SEPERTI PADA 31 JANUARI 2020,,,,,,,,,,,,,,,,,,,,
BIL,NEGERI,PPD,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
1098,PERAK,PPD LARUT/MATANG/SELAMA,Menengah,KV,AKE6159,KOLEJ VOKASIONAL TAIPING,"BATU 4,KAMUNTING",34600,KAMUNTING,058839371,058839358,AKE6159@moe.edu.my,Bandar,SK,533,125,TIADA,TIADA,100.7319766,4.897609191
1099,PERAK,PPD KRIAN,Menengah,SMKA,ARA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA KERIAN,JALAN  KAMPUNG SELAMAT,34400,SIMPANG EMPAT,058904997,058905490,ARA3001@moe.edu.my,Bandar,SK,692,121,TIADA,TIADA,100.667725,4.969083
1100,PERAK,PPD PERAK TENGAH,Menengah,SMKA,ARA8001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SULTAN AZLAN SHAH,SERI ISKANDAR,32600,BOTA,053711689,053712360,ARA8001@moe.edu.my,Bandar,SK,557,53,TIADA,TIADA,100.9427966,4.360904735
1101,PERAK,PPD KINTA SELATAN,Menengah,SBP,ARA9001,SEKOLAH BERASRAMA PENUH INTEGRASI GOPENG,JALAN KOTA BHARU,31600,GOPENG,053597688,053591788,ARA9001@moe.edu.my,Bandar,SK,529,55,TIADA,TIADA,101.133501,4.442713
1102,PERAK,PPD BATANG PADANG,Menengah,SMKA,ARAA001,SEKOLAH MENENGAH KEBANGSAAN AGAMA SLIM RIVER,JLN. BESAR TG.MALIM - SLIM RIVER,35800,SLIM RIVER,054527213,054526214,ARAA001@moe.edu.my,Bandar,SK,574,49,TIADA,TIADA,101.4342982,3.794157528
1103,SELANGOR,PPD KLANG,Rendah,SK,BBA0001,SEKOLAH KEBANGSAAN KLANG,JALAN DATO' HAMZAH,41000,KLANG,0333712957,TIADA,BBA0001@moe.edu.my,Bandar,SK,586,57,ADA,ADA,101.450558,3.040109
1104,SELANGOR,PPD KLANG,Rendah,SK,BBA0002,SEKOLAH KEBANGSAAN TELOK GADONG,JALAN YADI,41250,KLANG,0333713193,0333701362,BBA0002@moe.edu.my,Bandar,SK,1147,86,ADA,ADA,101.419817,3.038647
1105,SELANGOR,PPD KLANG,Rendah,SK,BBA0003,SEKOLAH KEBANGSAAN PELABUHAN KELANG,JALAN SEKOLAH,42000,PELABUHAN KLANG,0331686848,0331686848,BBA0003@moe.edu.my,Bandar,SK,690,48,TIADA,TIADA,101.400903,3.000513
1106,SELANGOR,PPD KLANG,Rendah,SK,BBA0004,SEKOLAH KEBANGSAAN TELOK MENEGON,"BATU 3, JALAN KOTA RAJA",41000,KLANG,0333713852,0333701020,BBA0004@moe.edu.my,Bandar,SK,1384,77,TIADA,TIADA,101.475631,3.031078
1107,SELANGOR,PPD KLANG,Rendah,SK,BBA0005,SEKOLAH KEBANGSAAN BUKIT NAGA,"BATU 6, KG. BUKIT NAGA, SEKSYEN 32",40460,SHAH ALAM,0351616852,0351613859,BBA0005@moe.edu.my,Bandar,SK,1958,117,ADA,ADA,101.504567,3.003152
1108,SELANGOR,PPD KLANG,Rendah,SK,BBA0006,SEKOLAH KEBANGSAAN JALAN KEBUN,"BATU 7 1/2 JALAN KEBUN, SEKSYEN 30",40460,SHAH ALAM,0351611993,0351615004,BBA0006@moe.edu.my,Bandar,SK,2302,121,TIADA,TIADA,101.518007,2.973031
1109,SELANGOR,PPD KLANG,Rendah,SK,BBA0007,SEKOLAH KEBANGSAAN BATU BELAH,JALAN RANTAU PANJANG,42100,KLANG,0333415475,0333415475,BBA0007@moe.edu.my,Bandar,SK,1656,91,TIADA,TIADA,101.443326,3.070836
1110,SELANGOR,PPD KLANG,Rendah,SK,BBA0008,SEKOLAH KEBANGSAAN RANTAU PANJANG,"JALAN GENTING, RANTAU PANJANG",42100,KLANG,0332911582,0332911512,BBA0008@moe.edu.my,Bandar,SK,3021,156,TIADA,TIADA,101.410826,3.067503
1111,SELANGOR,PPD KLANG,Rendah,SK,BBA0009,SEKOLAH KEBANGSAAN SEMENTA,"BATU 6, JALAN KAPAR",42100,KLANG,0332911308,0332905741,BBA0009@moe.edu.my,Bandar,SK,1895,110,ADA,ADA,101.384533,3.092975
1112,SELANGOR,PPD KLANG,Rendah,SK,BBA0010,SEKOLAH KEBANGSAAN KAPAR,PEJABAT POS KAPAR,42200,KAPAR,0332508335,0332508335,BBA0010@moe.edu.my,Bandar,SK,576,45,TIADA,TIADA,101.377176,3.134103
1113,SELANGOR,PPD KLANG,Rendah,SK,BBA0011,SEKOLAH KEBANGSAAN BUKIT KAPAR,"JALAN SETIA JAYA, KG BUKIT KAPAR",42200,KAPAR,0333922087,0333922087,BBA0011@moe.edu.my,Bandar,SK,2114,110,TIADA,TIADA,101.424347,3.166437
1114,SELANGOR,PPD KLANG,Rendah,SK,BBA0012,SEKOLAH KEBANGSAAN SUNGAI BINJAI,"BATU 6, PEKAN MERU",41050,KLANG,0333921048,0333921048,BBA0012@moe.edu.my,Bandar,SK,3179,184,TIADA,TIADA,101.438484,3.137499
1115,SELANGOR,PPD KLANG,Rendah,SK,BBA0013,SEKOLAH KEBANGSAAN PULAU INDAH,"JALAN SIDANG SULAIMAN, PULAU INDAH",42920,PELABUHAN KLANG,0331012139,0331012144,BBA0013@moe.edu.my,Bandar,SK,1843,108,TIADA,TIADA,101.319437,2.93167
1116,SELANGOR,PPD KLANG,Rendah,SK,BBA0014,SEKOLAH KEBANGSAAN TOK MUDA,JLN KG TOK MUDA,42200,KAPAR,0332500395,0332500395,BBA0014@moe.edu.my,Bandar,SK,460,38,TIADA,TIADA,101.345104,3.133931
1117,SELANGOR,PPD KLANG,Rendah,SK,BBA0015,SEKOLAH KEBANGSAAN BUKIT KUDA,JALAN LANDASAN,41300,KLANG,0333416115,0333416115,BBA0015@moe.edu.my,Bandar,SK,548,37,TIADA,TIADA,101.461191,3.045835
1118,SELANGOR,PPD KLANG,Rendah,SK,BBA0016,SEKOLAH KEBANGSAAN KG RAJA UDA,"JALAN KENANGA, KG RAJA UDA",42000,PELABUHAN KLANG,0331685810,0331650458,BBA0016@moe.edu.my,Bandar,SK,755,51,TIADA,TIADA,101.40952,3.016801
1119,SELANGOR,PPD KLANG,Rendah,SK,BBA0017,SEKOLAH KEBANGSAAN PANDAMARAN JAYA,"JALAN 12, PANDAMARAN JAYA",42000,PELABUHAN KLANG,0331673389,0331651993,BBA0017@moe.edu.my,Bandar,SK,1050,63,TIADA,TIADA,101.423006,3.006152
1120,SELANGOR,PPD KLANG,Rendah,SK,BBA0018,SEKOLAH KEBANGSAAN KG JOHAN SETIA,JALAN JOHAN SETIA OFF JALAN LANGAT,41200,KLANG,0351613893,0351610625,BBA0018@moe.edu.my,Bandar,SK,1560,87,TIADA,TIADA,101.490019,2.978659
1121,SELANGOR,PPD KLANG,Rendah,SK,BBA0019,SEKOLAH KEBANGSAAN SUNGAI SERDANG,"BT 13 1/2, JALAN KAPAR",42200,KAPAR,0332500545,0332500545,BBA0019@moe.edu.my,Bandar,SK,613,44,TIADA,TIADA,101.327528,3.149329
1122,SELANGOR,PPD KLANG,Rendah,SK,BBA0021,SEKOLAH KEBANGSAAN KG PENDAMAR,KAMPUNG PENDAMAR,41200,KLANG,0331688517,0331688517,BBA0021@moe.edu.my,Bandar,SK,951,64,TIADA,TIADA,101.429882,2.978865
1123,SELANGOR,PPD KLANG,Rendah,SK,BBA0022,SEKOLAH KEBANGSAAN TELOK GONG,"KG NELAYAN, TELOK GONG",42000,PELABUHAN KLANG,0331341231,0331341231,BBA0022@moe.edu.my,Bandar,SK,1325,77,ADA,ADA,101.385375,2.964199
1124,SELANGOR,PPD KLANG,Rendah,SK,BBA0023,SEKOLAH KEBANGSAAN TAMAN KLANG JAYA,"JALAN SERULING 56, OFF JALAN LANGAT",41200,KLANG,0333237837,0333230741,BBA0023@moe.edu.my,Bandar,SK,1111,81,ADA,ADA,101.450129,3.004153
1125,SELANGOR,PPD PETALING PERDANA,Rendah,SK,BBA0024,SEKOLAH KEBANGSAAN TAMAN SRI MUDA,"25/20 JALAN NYAMAN, TAMAN SRI MUDA",40400,SHAH ALAM,0351212944,0351217694,BBA0024@moe.edu.my,Bandar,SK,853,52,TIADA,TIADA,101.529101,3.032753
1126,SELANGOR,PPD KLANG,Rendah,SK,BBA0025,SEKOLAH KEBANGSAAN TELOK PULAI,TAMAN BERTEK,41100,KLANG,0333720516,0333743043,BBA0025@moe.edu.my,Bandar,SK,1251,82,TIADA,TIADA,101.428494,3.046313
1127,SELANGOR,PPD KLANG,Rendah,SK,BBA0026,SEKOLAH KEBANGSAAN SUNGAI UDANG,JALAN YADI,41250,KLANG,0333715071,0333715071,BBA0026@moe.edu.my,Bandar,SK,1727,100,TIADA,TIADA,101.418684,3.039533
1128,SELANGOR,PPD KLANG,Rendah,SK,BBA0028,SEKOLAH KEBANGSAAN PELABUHAN UTARA,BANDAR BARU SULTAN SULEIMAN,42000,PELABUHAN KLANG,0331765366,0331766197,BBA0028@moe.edu.my,Bandar,SK,1263,77,ADA,ADA,101.379776,3.032444
1129,SELANGOR,PPD KLANG,Rendah,SK,BBA0029,SEKOLAH KEBANGSAAN ABDUL SAMAT,"BATU 11, JALAN KAPAR",42200,KAPAR,0332509263,0332509263,BBA0029@moe.edu.my,Bandar,SK,734,67,ADA,ADA,101.371575,3.137807
1130,SELANGOR,PPD KLANG,Rendah,SK,BBA0030,SEKOLAH KEBANGSAAN MERU,PERSIARAN HAMZAH ALANG,42200,KAPAR,0333923910,0333923910,BBA0030@moe.edu.my,Bandar,SK,1755,115,ADA,ADA,101.408216,3.138045
1131,SELANGOR,PPD KLANG,Rendah,SK,BBA0031,SEKOLAH KEBANGSAAN KAMPUNG IDAMAN,JALAN IDAMAN 17,42000,PELABUHAN KLANG,0331681569,0331650350,BBA0031@moe.edu.my,Bandar,SK,1382,94,ADA,ADA,101.427169,2.993091
1132,SELANGOR,PPD KLANG,Rendah,SK,BBA0032,SEKOLAH KEBANGSAAN TAMAN KLANG UTAMA,JALAN HAJI SIRAT,42100,KLANG,0332918212,0332918212,BBA0032@moe.edu.my,Bandar,SK,808,81,ADA,ADA,101.421676,3.084051
1133,SELANGOR,PPD KLANG,Rendah,SK,BBA0033,SEKOLAH KEBANGSAAN KAMPUNG JAWA,"JALAN KOTA RAJA, KAMPUNG JAWA",41000,KLANG,0333732731,0333732731,BBA0033@moe.edu.my,Bandar,SK,688,47,TIADA,TIADA,101.463111,3.026465
1134,SELANGOR,PPD KLANG,Rendah,SK,BBA0034,SEKOLAH KEBANGSAAN TAMAN SRI ANDALAS,"JALAN TUN DR. ISMAIL, OFF JALAN LANGAT",41200,KLANG,0333721713,0333726148,BBA0034@moe.edu.my,Bandar,SK,1862,106,TIADA,TIADA,101.451806,3.018473
1135,SELANGOR,PPD KLANG,Rendah,SK,BBA0035,SEKOLAH KEBANGSAAN TAMAN GEMBIRA,"JALAN HILIR DUA, TELOK GADONG",41100,KLANG,0333701469,0333710324,BBA0035@moe.edu.my,Bandar,SK,475,36,ADA,ADA,101.429877,3.036857
1136,SELANGOR,PPD KLANG,Rendah,SK,BBA0036,SEKOLAH KEBANGSAAN BUKIT TINGGI,BANDAR BUKIT TINGGI,41200,KLANG,0333240137,0333240137,BBA0036@moe.edu.my,Bandar,SK,1219,77,TIADA,TIADA,101.440343,3.004191
1137,SELANGOR,PPD KLANG,Rendah,SK,BBA0037,SEKOLAH KEBANGSAAN BUKIT KEMUNING 2,"LOT N0 4, JALAN ANGGERIK DORITIS 31/143",40460,SHAH ALAM,0351227124,0351219914,BBA0037@moe.edu.my,Bandar,SK,1660,92,TIADA,TIADA,101.54097,2.983893
1138,SELANGOR,PPD KLANG,Rendah,SK,BBA0038,SEKOLAH KEBANGSAAN MERU (2),"JALAN PAIP, PEKAN MERU",41050,KLANG,0333931598,0333927951,BBA0038@moe.edu.my,Bandar,SK,1233,90,ADA,ADA,101.460825,3.153299
1139,SELANGOR,PPD KLANG,Rendah,SK,BBA0039,SEKOLAH KEBANGSAAN SUNGAI KAPAR INDAH,"JLN SUNGAI KAPAR INDAH 6, TMN SUNGAI KAPAR INDAH",42200,KAPAR,0332902324,0332904355,BBA0039@moe.edu.my,Bandar,SK,1045,69,ADA,ADA,101.384554,3.10025
1140,SELANGOR,PPD KLANG,Rendah,SK,BBA0040,SEKOLAH KEBANGSAAN KOTA KEMUNING,"JALAN ANGGERIK ARANDA 31/8, KOTA KEMUNING",40460,SHAH ALAM,0351216436,0351210657,BBA0040@moe.edu.my,Bandar,SK,1206,76,ADA,ADA,101.547397,2.996389
1141,SELANGOR,PPD KLANG,Rendah,SK,BBA0041,SEKOLAH KEBANGSAAN KAMPUNG JAWA 2,JALAN KOTA RAJA,41000,KLANG,0333725391,0333713435,BBA0041@moe.edu.my,Bandar,SK,1228,85,ADA,ADA,101.466222,3.024501
1142,SELANGOR,PPD KLANG,Rendah,SK,BBA0042,SEKOLAH KEBANGSAAN PULAU INDAH (2),"BANDAR ARMADA PUTRA, PULAU INDAH",42920,PULAU INDAH,0331014070,0331014070,BBA0042@moe.edu.my,Bandar,SK,600,46,ADA,ADA,101.34488,2.977965
1143,SELANGOR,PPD KLANG,Rendah,SK,BBA0043,SEKOLAH KEBANGSAAN BUKIT RIMAU,"11 PERSIARAN SUNGAI SELANGOR, SEKSYEN 32",40460,SHAH ALAM,0351224148,0351224148,BBA0043@moe.edu.my,Bandar,SK,2022,125,ADA,ADA,101.527004,2.992115
1144,SELANGOR,PPD KLANG,Rendah,SK,BBA0044,SEKOLAH KEBANGSAAN BATU UNJUR,JALAN BATU NILAM 1/KS 6,41200,KLANG,0333263063,0333263064,BBA0044@moe.edu.my,Bandar,SK,1336,106,ADA,ADA,101.437152,3.011294
1145,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1002,SEKOLAH KEBANGSAAN SUNGAI BUAYA,KAMPUNG SUNGAI BUAYA,42700,BANTING,0331202514,0331202514,BBA1002@moe.edu.my,Bandar,SK,561,44,TIADA,TIADA,101.46071,2.845577
1146,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1003,SEKOLAH KEBANGSAAN BANDAR,"JALAN ISTANA, KAMPUNG BANDAR",42700,BANTING,0331202645,TIADA,BBA1003@moe.edu.my,Bandar,SK,302,29,TIADA,TIADA,101.438932,2.864041
1147,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1004,SEKOLAH KEBANGSAAN SUNGAI MANGGIS,KAMPONG SUNGAI MANGGIS,42700,BANTING,0331875481,0331875481,BBA1004@moe.edu.my,Bandar,SK,398,32,TIADA,TIADA,101.538438,2.824151
1148,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1005,SEKOLAH KEBANGSAAN OLAK LEMPIT,KAMPUNG OLAK LEMPIT,42700,BANTING,0331491381,TIADA,BBA1005@moe.edu.my,Bandar,SK,1012,77,ADA,ADA,101.587744,2.835472
1149,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1006,SEKOLAH KEBANGSAAN LABOHAN DAGANG,KG. LABOHAN DAGANG,42700,BANTING,0331493776,0331493776,BBA1006@moe.edu.my,Bandar,SK,616,42,TIADA,TIADA,101.613638,2.805832
1150,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1007,SEKOLAH KEBANGSAAN BKT CHANGGANG,"KG. BUKIT CHANGGANG,BANTING, KUALA LANGAT",42700,BANTING,0331491141,0331491141,BBA1007@moe.edu.my,Bandar,SK,1147,75,TIADA,TIADA,101.627348,2.832285
1151,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1008,SEKOLAH KEBANGSAAN JENJAROM,JALAN SEKOLAH,42600,JENJAROM,0331914336,0331911948,BBA1008@moe.edu.my,Bandar,SK,1483,87,TIADA,TIADA,101.517641,2.885869
1152,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1009,SEKOLAH KEBANGSAAN TELOK PANGLIMA GARANG,PEKAN TELOK,42500,TELOK PANGLIMA GARANG,0331228453,0331228453,BBA1009@moe.edu.my,Bandar,SK,1185,90,ADA,ADA,101.4687918,2.906120034
1153,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1010,SEKOLAH KEBANGSAAN KEBUN BAHARU,KAMPUNG KEBUN BAHARU,42500,TELOK PANGLIMA GARANG,0331228415,0331228415,BBA1010@moe.edu.my,Bandar,SK,2212,125,TIADA,TIADA,101.493593,2.919857
1154,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1011,SEKOLAH KEBANGSAAN SIJANGKANG,KG SIJANGKANG,42500,TELOK PANGLIMA GARANG,0331226158,0331227680,BBA1011@moe.edu.my,Bandar,SK,1574,89,TIADA,TIADA,101.457187,2.941188
1155,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1012,SEKOLAH KEBANGSAAN SG BUMBUN (A),PULAU CAREY,42960,KUALA LANGAT,0331850423,TIADA,BBA1012@moe.edu.my,Bandar,SK,177,17,TIADA,TIADA,101.401477,2.850587
1156,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1013,SEKOLAH KEBANGSAAN SUNGAI JUDAH,KAMPUNG SUNGAI JUDAH,42960,PULAU CAREY,0331032758,TIADA,BBA1013@moe.edu.my,Luar Bandar,SK,106,17,TIADA,TIADA,101.361315,2.858774
1157,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1014,SEKOLAH KEBANGSAAN BUKIT TADOM,KAMPUNG ORANG ASLI BUKIT TADOM,42700,BANTING,0331491128,0331491128,BBA1014@moe.edu.my,Bandar,SK,81,15,TIADA,TIADA,101.623711,2.804546
1158,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1015,SEKOLAH KEBANGSAAN SERI CHEDING,KG. SERI CHEDING,42700,BANTING,0331911413,0331911413,BBA1015@moe.edu.my,Bandar,SK,267,30,TIADA,TIADA,101.55184,2.887156
1159,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1016,SEKOLAH KEBANGSAAN (ASLI) BKT CHEDING,KAMPUNG BUKIT CHEDING,42700,BANTING,0331916158,TIADA,BBA1016@moe.edu.my,Bandar,SK,138,22,ADA,ADA,101.57452,2.897902
1160,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1023,SEKOLAH KEBANGSAAN TG SEPAT,JALAN SEKOLAH KG TG SEPAT,42800,TANJONG SEPAT,0331975839,0331973297,BBA1023@moe.edu.my,Bandar,SK,486,39,TIADA,TIADA,101.555495,2.674108
1161,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1024,SEKOLAH KEBANGSAAN BATU LAUT,TANJONG SEPAT,42800,TANJONG SEPAT,0331481066,0331481276,BBA1024@moe.edu.my,Bandar,SK,386,37,ADA,ADA,101.514801,2.676688
1162,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1025,SEKOLAH KEBANGSAAN KAMPONG ENDAH,KAMPONG ENDAH,42700,BANTING,0331982930,0331982930,BBA1025@moe.edu.my,Luar Bandar,SK,264,26,TIADA,TIADA,101.46986,2.734223
1163,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1026,SEKOLAH KEBANGSAAN MORIB,JALAN MORIB,42700,BANTING,0331982394,0331982394,BBA1026@moe.edu.my,Luar Bandar,SK,248,30,ADA,ADA,101.448441,2.745899
1164,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1027,SEKOLAH KEBANGSAAN KANCHONG DARAT,"JALAN SULTAN ALAM SHAH, KANCHONG DARAT",42700,BANTING,0331871424,0331875054,BBA1027@moe.edu.my,Bandar,SK,1135,66,TIADA,TIADA,101.48279,2.788408
1165,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1028,SEKOLAH KEBANGSAAN SG LANG,SUNGAI LANG,42700,BANTING,0331877744,0331802322,BBA1028@moe.edu.my,Bandar,SK,509,35,TIADA,TIADA,101.520348,2.790238
1166,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1029,SEKOLAH KEBANGSAAN SERI LANANG,KG. KELANANG,42700,BANTING,0331201340,0331201340,BBA1029@moe.edu.my,Bandar,SK,329,31,TIADA,TIADA,101.445398,2.800854
1167,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1030,SEKOLAH KEBANGSAAN PERMATANG PASIR,PERMATANG PASIR,42700,BANTING,0331203199,0331203199,BBA1030@moe.edu.my,Bandar,SK,173,16,TIADA,TIADA,101.432029,2.837635
1168,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1031,SEKOLAH KEBANGSAAN SG KELAMBU,KG SUNGAI KELAMBU,42700,BANTING,0331816012,0331816012,BBA1031@moe.edu.my,Luar Bandar,SK,251,27,TIADA,TIADA,101.552101,2.787375
1169,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1032,SEKOLAH KEBANGSAAN KAMPUNG MEDAN,BATU 9 KAMPUNG MEDAN TELOK PANGLIMA GARANG,42500,BANTING,0331228721,0331229690,BBA1032@moe.edu.my,Bandar,SK,726,58,TIADA,TIADA,101.4743953,2.929851006
1170,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1033,SEKOLAH KEBANGSAAN JALAN TANJUNG,BATU 9 KG SIJANGKANG,42500,TLK. P. GARANG,0331221702,0331227984,BBA1033@moe.edu.my,Bandar,SK,781,55,TIADA,TIADA,101.437227,2.924031
1171,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1034,SEKOLAH KEBANGSAAN KANCHONG TENGAH,KG. KANCHONG TENGAH,42700,BANTING,0331812104,0331812104,BBA1034@moe.edu.my,Luar Bandar,SK,140,17,TIADA,TIADA,101.49591,2.74721
1172,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1035,SEKOLAH KEBANGSAAN SIJANGKANG JAYA,TELOK PANGLIMA GARANG ,42500,TELOK PANGLIMA GARANG ,0331227676,0331227741,BBA1035@moe.edu.my,Bandar,SK,698,63,ADA,ADA,101.475429,2.930527
1173,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1036,SEKOLAH KEBANGSAAN RTB BUKIT CHANGGANG,"RANCANGAN TANAH BELIA, BUKIT CHANGGANG",42700,BANTING,0331491651,0331491651,BBA1036@moe.edu.my,Bandar,SK,1295,82,ADA,ADA,101.657137,2.805429
1174,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1037,SEKOLAH KEBANGSAAN JUGRA,JALAN SULTAN ABDUL SAMAD,42700,BANTING,0331201267,0331201267,BBA1037@moe.edu.my,Bandar,SK,889,71,ADA,ADA,101.456177,2.820369
1175,SELANGOR,PPD KUALA LANGAT,Rendah,SK,BBA1038,SEKOLAH KEBANGSAAN BANDAR BANTING,PERSIARAN MAJLIS,42700,BANTING,0331876866,0331818334,BBA1038@moe.edu.my,Bandar,SK,704,53,ADA,ADA,101.502367,2.803977
1176,SELANGOR,PPD KUALA LANGAT,Rendah,K9,BBA1039,SEKOLAH KEBANGSAAN (ASLI) BUKIT KEMANDOL,"JALAN DESA KEMANDOL 1, TAMAN DESA KEMANDOL",42610,JENJAROM,TIADA,TIADA,BBA1039@moe.edu.my,Bandar,SK,239,28,TIADA,TIADA,101.565414,2.93948
1177,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3001,SEKOLAH KEBANGSAAN ASSAM JAWA,"KM 38.4, JALAN KLANG KUALA SELANGOR",45700,BUKIT ROTAN,0332893976,0332893976,BBA3001@moe.edu.my,Bandar,SK,700,52,TIADA,TIADA,101.292694,3.291277
1178,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3002,SEKOLAH KEBANGSAAN BKT BADONG,"BATU 3, KAMPUNG BUKIT BADONG",45600,BESTARI JAYA,0332791342,0332791342,BBA3002@moe.edu.my,Bandar,SK,887,61,TIADA,TIADA,101.414126,3.33367
1179,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3003,SEKOLAH KEBANGSAAN BKT KERAYONG,"JALAN SEKOLAH, KG. BUKIT KERAYONG 1",42200,KAPAR,0333927168,0333927168,BBA3003@moe.edu.my,Bandar,SK,396,32,TIADA,TIADA,101.401526,3.210736
1180,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3004,SEKOLAH KEBANGSAAN DATO' MAHARAJA LELA,"JALAN PARIT OMAR, KAMPUNG BUKIT CHERAKA",45800,JERAM,0332648530,0332648530,BBA3004@moe.edu.my,Bandar,SK,1507,102,ADA,ADA,101.35235,3.271809
1181,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3005,SEKOLAH KEBANGSAAN TAMBAK JAWA,"KILOMETER 26, JERAM",45800,JERAM,0332508446,0332508446,BBA3005@moe.edu.my,Bandar,SK,318,34,TIADA,TIADA,101.315073,3.18226
1182,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3006,SEKOLAH KEBANGSAAN JERAM,JALAN SIMPANG TIGA,45800,JERAM,0332647773,0332647773,BBA3006@moe.edu.my,Bandar,SK,310,31,TIADA,TIADA,101.320093,3.222154
1183,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3007,SEKOLAH KEBANGSAAN JERAM BT 20,BATU 20,45800,JERAM,0332647320,0332640471,BBA3007@moe.edu.my,Bandar,SK,560,58,ADA,ADA,101.314512,3.237118
1184,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3008,SEKOLAH KEBANGSAAN JAYA SETIA,JALAN BESAR,45600,BESTARI JAYA,0332716253,0332716253,BBA3008@moe.edu.my,Bandar,SK,256,26,TIADA,TIADA,101.4215,3.364442
1185,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3009,SEKOLAH KEBANGSAAN PASANGAN,"JALAN RAWANG, KG. KUANTAN",45600,BESTARI JAYA,0332893476,0332893476,BBA3009@moe.edu.my,Luar Bandar,SK,165,18,TIADA,TIADA,101.308846,3.362244
1186,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3010,SEKOLAH KEBANGSAAN RANTAU PANJANG,"KM 34, JALAN RAWANG, RANTAU PANJANG",45600,BESTARI JAYA,0332710330,0332710330,BBA3010@moe.edu.my,Bandar,SK,330,33,TIADA,TIADA,101.440596,3.398677
1187,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3011,SEKOLAH KEBANGSAAN IJOK,"BATU 7, IJOK",45600,BESTARI JAYA,0332791277,0332791277,BBA3011@moe.edu.my,Bandar,SK,517,42,TIADA,TIADA,101.393168,3.309637
1188,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3012,SEKOLAH KEBANGSAAN TANJUNG KERAMAT,JALAN KERAMAT TANJUNG,45000,KUALA SELANGOR,0332891733,0332891733,BBA3012@moe.edu.my,Bandar,SK,322,27,TIADA,TIADA,101.243619,3.345237
1189,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3013,SEKOLAH KEBANGSAAN BKT BELIMBING,"JALAN RAJA MUSA , KG. BUKIT BELIMBING",45000,KUALA SELANGOR,0332896787,0332896787,BBA3013@moe.edu.my,Bandar,SK,209,23,TIADA,TIADA,101.269313,3.384737
1190,SELANGOR,PPD KUALA SELANGOR,Rendah,SK,BBA3014,SEKOLAH KEBANGSAAN KUALA SELANGOR,"SIMPANG 4, KAMPONG PERMATANG",45000,KUALA SELANGOR,0332898152,0332898152,BBA3014@moe.edu.my,Bandar,SK,302,32,TIADA,TIADA,101.250793,3.365691
