Case Number,Proceeding ID,Reserved Price (RM),Number of Properties in Auction,Auction Date/Time,Number of Auction,Deposit (Refundable),Address,Lot Number,Parcel Number,Storey Number,Building Number,State,Mukim,District,Coordinate GPS,Property Type,Land Title,Tenure,Built Up (Sf),Land Size (ft²),Land Size (m²),Reserved Area (Malay Reserve/Lot Bumi),Caveat,link,Document,Land Size (acre),Land Size (hectare)
DA-38-781-12/2023,8bf3daa9-cabb-44f6-8774-a1cd9a4fdc7e," RM 288,000.00",1,"25/03/2024, 09",1,"RM 28,800.00","PT 664, Hadapan Pusat Kesihatan Peringat, Peringat, 16400, Kota Bharu, Kelantan",Lot No. 3167 (dahulunya dikenali sebagai No. PT 664),N/A,N/A,N/A,Kelantan,Peringat,"Daerah Peringat, Jajahan Kota Bharu",,Terrace,Building,Freehold,0,"1,399.000000",130.000000,Di Dalam Kawasan Rizab Melayu,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45079,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a7914182-4aa1-490c-8170-b8455cfb0983&Inline=true,,
DA-38-782-12/2023,b0f72c49-145c-4f2d-af0a-c33092eab93e," RM 423,000.00",1,"25/03/2024, 09",1,"RM 42,300.00","PT 1013, Jalan Binaraya 5, Taman Binaraya, Pasir Tumboh, 16150, Kota Bharu, Kelantan",PT 1013,,N/A,N/A,Kelantan,Guntong,Limbat,,Detached-House,Building,Freehold,0,473.800000,"5,100.000000",RIZAB MELAYU,Nombor Perserahan,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45080,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=59ad71d1-437a-4419-a5c4-b4fb197f7e1d&Inline=true,,
DA-38-783-12/2023,cdf1346d-19db-4c7a-b905-1ea333a03be5," RM 283,435.20",1,"25/03/2024, 09",1,"RM 28,343.52","Lot 238, Jalan Tepi Sungai Tendong, 17030, Pasir Mas, Kelantan",Lot 2272 (dahulunya dikenali sebagai PT 238),N/A,N/A,N/A,Kelantan,Tendong,Pasir Mas,,Detached-House,Building,Freehold,0,"4,338.000000",403.000000,TANAH RIZAB MELAYU,N/A,,,,
CB-38-217-12/2023,43152493-6b6e-4c7d-97bb-79c108f86dd8," RM 1,850,000.00",1,"25/03/2024, 09",1,"RM 185,000.00","Lot 93, Mukim Ulu Telom, 39000, Cameron Highland, Pahang",93,N/A,N/A,N/A,Pahang,ULU TELOM,CAMERON HIGHLAND,,Land,Agriculture,Freehold,0,,,Pengisytiharan Rezab Tanah Bukit,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45552,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a53c3954-cc82-42de-8a17-fcfc03248609&Inline=true,5.290000,2.140000
CB-38-218-12/2023,af838527-c228-4b19-9c8b-f1f132295ed5," RM 120,000.00",1,"25/03/2024, 09",1,"RM 12,000.00","No. 50, Lorong Bendera 4B, Taman Bukit Bendera, 28400, Mentakab, Pahang",PT 3790,N/A,N/A,N/A,Pahang,Bandar Mentakab,Temerloh,,Terrace,Building,Leasehold,0,"1,099.860000",102.180000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45588,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=93ce61db-63f5-46cf-9937-4577f667acb7&Inline=true,,
CB-38-219-12/2023,c43bec60-5a06-4c34-bee5-a340cefde964," RM 247,350.00",1,"25/03/2024, 09",1,"RM 24,735.00","Lot 2972, Jalan Kuala Lipis-Merapoh-Sungai Koyan, Kechor Tui, 27200, Kuala Lipis, Pahang",Lot 2972,N/A,N/A,N/A,Pahang,Telang,Lipis,,Land,Agriculture,Leasehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45544,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=825a4c65-e619-47d7-8118-e43c02f508df&Inline=true,4.050000,"1,639.000000"
CB-38-221-12/2023,5a7dc6d4-326b-40b2-b191-7b1e7d30bebe," RM 20,000.00",1,"25/03/2024, 09",1,"RM 2,000.00","NO. 26, JALAN MENTAKAB INDAH 12, TAMAN MENTAKAB INDAH, 28400, MENTAKAB, Pahang",PT 5916,N/A,N/A,N/A,Pahang,MUKIM MENTAKAB,TEMERLOH,,Terrace,Building,Freehold,0,700.000000,65.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45589,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=97a3c7f2-d1a9-499d-8900-1aa534860c31&Inline=true,,
CB-38-222-12/2023,a5b59782-0bf3-4361-9415-2b2e53457999," RM 273,600.00",1,"25/03/2024, 09",1,"RM 27,360.00","NO. A-82, TAMAN INDERAPURA, 27000, 27000, JERANTUT, Pahang",LOT 5620,N/A,N/A,N/A,Pahang,PEDAH,JERANTUT,,Detached-House,Building,Leasehold,0,"3,746.000000",348.000000,N/A,Nombor Perserahan,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45599,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=c734ddfe-6b52-4c28-8ad2-ba0cfce7f127&Inline=true,,
CB-38-223-12/2023,9bc6585f-7006-47ae-8800-f1bf01bd5392," RM 606,000.00",3,"25/03/2024, 09",1,"RM 60,600.00","PT 2044, MUKIM TERAS, 27600, RAUB, Pahang",PT 2044,N/A,N/A,N/A,Pahang,TERAS,RAUB,,Land,Agriculture,Freehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45590,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8f1d213e-1208-4331-b794-5dae814cbe72&Inline=true,1.930000,0.780000
CB-38-224-12/2023,06e8b11b-65cf-4127-b085-58d046ab991e," RM 315,000.00",1,"25/03/2024, 09",1,"RM 31,500.00","77, Taman Amalina Suajana, 27600, Raub, Pahang",PT 24053,N/A,N/A,N/A,Pahang,Gali,Raub,,Semi-Detached,Residential,Freehold,0,"2,809.000000",261.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45591,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=924f9d3c-3550-4b8a-bf43-0157e49095a7&Inline=true,,
CB-38-225-12/2023,e5914cb1-095a-4186-9c44-cfaacbea2bd7," RM 223,074.00",1,"25/03/2024, 09",1,"RM 22,307.40","NO. 35, JALAN KSM INDAH 4, TAMAN KSM INDAH, 28400, MENTAKAB, Pahang",LOT 13160,N/A,N/A,N/A,Pahang,MENTAKAB,TEMERLOH,,Terrace,Building,Freehold,0,"1,680.000000",156.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45888,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a24e673d-8705-4a8b-8de1-5fd265e98833&Inline=true,,
RA-38-34-12/2023,359f49fc-55ed-4a8d-8651-2dae2d39647b," RM 300,000.00",1,"25/03/2024, 09",1,"RM 30,000.00","No. 75, Jalan Putra Heights 1, Bandar Baru Putra Heights, 02600, Arau, Perlis",Lot 20373 (dahulunya dikenali sebagai PT 2197),N/A,N/A,N/A,Perlis,Padang Siding,Perlis,,ShopOffice,Building,Freehold,0,"2,164.000000",201.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45696,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=3adb99b6-4f23-458c-9b3b-0c9e3f4a64a4&Inline=true,,
WA-38-1789-09/2023,13a082a1-9d34-4b10-8e35-762a82ecbf79," RM 1,337,000.00",1,"25/03/2024, 09",1,"RM 133,700.00","No. 23, Jalan Kemuning Permai 33/42D, Section 33, Taman Kemuning Utama, 40400, Shah Alam, Selangor",Lot 109604,N/A,N/A,N/A,Selangor,Klang,Klang,,Semi-Detached,Building,Freehold,"4,004","4,004.000000",372.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45144,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e7112869-7465-43f5-bed2-f83f37910eb1&Inline=true,,
WA-38-1985-10/2023,151367c7-99c6-41f1-b175-251f497c6a22," RM 4,050,000.00",1,"25/03/2024, 09",1,"RM 405,000.00","No. 1, Lorong PJU 7/22D, Mutiara Damansara, 47820, Petaling Jaya, Selangor",Lot 67089,N/A,N/A,N/A,Selangor,Sungai Buloh,Petaling,,Semi-Detached,Building,Freehold,0,"6,889.000000",640.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45297,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=89c58e29-b285-4604-b1b8-9d185fb7f43d&Inline=true,,
WA-38-1998-10/2023,e2f12ed1-c410-432a-aa6d-7a4a5d6ab6df," RM 650,000.00",1,"25/03/2024, 09",1,"RM 65,000.00","No. 11, Jalan BJ/28, Taman Balakong Jaya, 43300, Seri Kembangan, Selangor",PT 62139,N/A,N/A,N/A,Selangor,Pekan Kajang,Ulu Langat,,Terrace,Building,Leasehold,0,"1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44806,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=d07114bc-9b93-47ac-a8e6-f1cd15130c04&Inline=true,,
WA-38-2277-11/2023,94391d97-20b5-4a70-a9c6-de4312967690," RM 469,800.00",1,"25/03/2024, 09",1,"RM 46,980.00","No. 111, Jalan 17/4, Seksyen 17, 46400, Petaling Jaya, Selangor",PT 111,-,-,-,Selangor,Bandar Petaling Jaya,Petaling,-,Terrace,Building,Leasehold,0,"1,430.000000",132.850000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45568,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=aedaaa8d-2117-4eea-819b-5c9599e309d1&Inline=true,,
WA-38-2278-11/2023,2fffba44-7417-4994-8bec-4c5d13c9541f," RM 225,000.00",1,"25/03/2024, 09",1,"RM 22,500.00","Unit No. B-7-26, 7th Floor Block B, Mentari Court, Jalan PJS 8/9, Taman Seri Mentari, 46150, Petaling Jaya, Selangor",Lot 1766,738,8,M2,Selangor,Bandar Sunway,Petaling,-,Apartment,Residential,Leasehold,775,775.000000,72.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45506,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0929d09d-0091-458e-bc75-82c309851a12&Inline=true,,
AB-38-251-10/2023,6121bdfe-411d-42b6-b86c-8a1064efef84," RM 350,000.00",1,"25/03/2024, 11",1,"RM 35,000.00","No. 10, Persiaran Puncak Bougainvillea 11, Taman Puncak Bougainvillea, 33000, Kuala Kangsar, Perak",PT 3036,N/A,N/A,N/A,Wilayah Persekutuan Kuala Lumpur,Kampong Buaya,Kuala Kangsar,,Terrace,Building,Freehold,0,"1,400.000000",130.100000,Pengisytiharaan Rezab Melayu,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45498,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ddc9aa64-ed82-4ac1-8c0e-29e1e6a28a27&Inline=true,,
JA-38-101-01/2024,de250e88-aaee-42a5-9b68-2fefe81834fc," RM 420,000.00",1,"25/03/2024, 11",1,"RM 42,000.00","No. 64, Jalan Pulai Mutiara 5/1, Taman Pulai Mutiara, 81300, Johor Bahru, Johor",PTD 205573 (kini dikenali sebagai Lot 196255),N/A,N/A,N/A,Johor,Pulai,Johor Bahru,,Terrace,Building,Freehold,0,"1,173.300000",109.000000,N/A,N/A,,,,
JA-38-107-01/2024,5da25b52-b40a-4ca7-ae63-5efc9ae4d3b5," RM 380,000.00",1,"25/03/2024, 11",1,"RM 38,000.00","No. 34, Jalan Joget 6, Taman Nesa, 81300, Skudai, Johor",Lot 20386,N/A,N/A,N/A,Johor,Pulai,Johor Bahru,,Terrace,Building,Leasehold,0,"1,540.000000",143.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45911,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=24fcee55-568a-4de8-bf8b-58ddf99c236b&Inline=true,,
JA-38-30-01/2024,ac5efb6b-33c1-4173-99bb-e45bc21089f2," RM 2,012,040.00",1,"25/03/2024, 11",1,"RM 201,204.00","No. 2, Jalan Bayu 6, Bandar Seri Alam, 81750, Masai, Johor",Lot 182623,N/A,N/A,N/A,Johor,Plentong,Johor Bahru,,Factory,Others,Freehold,0,"15,650.000000","1,454.000000",N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45905,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=9a8baa3d-a595-4d0e-b08d-921bb5578c46&Inline=true,,
JA-38-78-01/2024,62620bb0-d7b1-4003-84d8-95f9add7f6c9," RM 306,000.00",1,"25/03/2024, 11",1,"RM 30,600.00","No. 16, Jalan Ciku 39, Taman Kota Masai, 81700, Pasir Gudang, Johor",Lot 116122,N/A,N/A,N/A,Johor,Plentong,Johor Bahru,,Terrace,Building,Freehold,0,"1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45912,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=97ad220e-35f0-4cfc-bc5c-82a05e203ee4&Inline=true,,
JA-38-79-01/2024,88f85ce6-94d8-488f-8057-fae62d734515," RM 480,000.00",1,"25/03/2024, 11",1,"RM 48,000.00","#11-01, Blok 2, Impian Senibong, Jalan Persiaran Senibong, Taman Bayu Senibong, 81750, Masai, Johor",Lot 121253,349,12,M2,Johor,Plentong,Johor Bahru,,Apartment,Building,Freehold,0,"1,959.000000",182.000000,N/A,"AmBank (M) Berhad Pres No",https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45913,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=98511817-8468-4bb9-9667-5487dab4ad1d&Inline=true,,
JA-38-80-01/2024,8fba6b0e-301f-45e1-b944-1bf572a44b88," RM 693,000.00",1,"25/03/2024, 11",1,"RM 69,300.00","No. 15, -, -, Jalan Jati 10, Taman Desaru Utama, 81930, Bandar Penawar, Johor",LOT NO 18340,-,-,-,Johor,TANJUNG SURAT,KOTA TINGGI,-,Semi-Detached,Building,Leasehold,"2,995","4,499.500000",418.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45914,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b22348dc-e5d5-483d-b07f-aacb9588b2a4&Inline=true,,
JA-38-81-01/2024,cb87baf5-4a78-4f6f-81ad-046fe1867370," RM 670,000.00",1,"25/03/2024, 11",1,"RM 67,000.00","No. 9, Jalan Juara, Off Jalan Mariamah, Kampung Bahru, 80100, Johor Bahru, Johor",Lot 11352 dan Lot 11351,N/A,N/A,N/A,Johor,Bandar Johor Bahru,Johor Bahru,,Semi-Detached,Building,Freehold,"3,075","4,088.000000",379.790000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45915,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=0a278eca-bfb7-453b-b1c6-33bc57e38395&Inline=true,,
JA-38-82-01/2024,8edc9e0e-1599-43d3-bf50-176a6b127a4e," RM 620,000.00",1,"25/03/2024, 11",1,"RM 62,000.00","No. 10, Jalan Kempas Utama 1/13, Taman Kempas Utama, 81300, Johor Bahru, Johor",LOT 140550 (dahulunya PTD 150320),N/A,N/A,N/A,Johor,TEBRAU,JOHOR BAHRU,,Terrace,Building,Freehold,"1,927","1,539.000000",143.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45916,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=04e37ba3-053a-4bf9-8a86-6631bf02ee88&Inline=true,,
JA-38-83-01/2024,fa79fa63-63de-40b8-b33b-713983dee840," RM 328,100.00",1,"25/03/2024, 11",1,"RM 32,810.00","No. 2, Jalan Akasia 7, Taman Desaru Utama, 81930, Bandar Penawar, Johor",Lot No 17629 (dahulunya PTB No 13118),N/A,N/A,N/A,Johor,Tanjung Surat,Kota Tinggi,,Terrace,Building,Leasehold,"1,650","1,539.300000",143.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45917,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1dc403b9-aa17-4212-b10c-894480d078bb&Inline=true,,
JA-38-84-01/2024,50336baa-9c87-409f-9340-f5b36b5a1b78," RM 860,000.00",1,"25/03/2024, 11",1,"RM 86,000.00","No.3, Jalan Austin Duta 2/11, Taman Austin Duta, 81100, Johor Bahru, Johor",LOT 175875 (formerly known as PTD NO.183100),N/A,N/A,N/A,Johor,Tebrau,Johor Bahru,,Cluster,Building,Freehold,"4,124","2,422.000000",225.000000,N/A,Kaveat Persendirian no. perserahan 16483/2020  dan didaftarkan pada 11.06.2020,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45918,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=2d1bee08-848d-4d17-bd0b-6fc64ceff657&Inline=true,,
JA-38-87-01/2024,5b0fb784-17af-44e4-a2e5-91ea2d686fa0," RM 200,000.00",1,"25/03/2024, 11",1,"RM 20,000.00","NO. 74, JALAN MANGGIS 1, TAMAN KOTA JAYA, 81900, KOTA TINGGI, Johor",LOT 12690,N/A,N/A,N/A,Johor,MUKIM KOTA TINGGI,KOTA TINGGI,,Terrace,Building,Freehold,0,"1,194.790000",111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45919,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7a0ff38b-6b2c-4dd7-b3f9-0bb0fc6c5e41&Inline=true,,
JA-38-89-01/2024,03b81dae-cec1-4fac-ab34-4dfff3382468," RM 480,000.00",1,"25/03/2024, 11",1,"RM 48,000.00","NO. 26, JALAN SETIA 6/9, TAMAN SETIA INDAH, 81100, JOHOR BAHRU, Johor",LOT 58384,N/A,N/A,N/A,Johor,TEBRAU,JOHOR BAHRU,,Terrace,Building,Freehold,"1,160","1,400.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45906,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1ac7b78c-963f-4044-9ac0-fe8f147f9d3c&Inline=true,,
JA-38-92-01/2024,ccb5c2e1-cd1c-409b-9484-065bd388c4ea," RM 90,000.00",1,"25/03/2024, 11",1,"RM 9,000.00","NO. G-06, JALAN BAKAWALI, PLAZA BCB, 86000, KLUANG, Johor",LOT 4315,34,1,M1,Johor,BANDAR KLUANG,KLUANG,,Shop-Lot,Building,Leasehold,377,377.000000,35.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45907,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b4987e50-5161-4242-9180-bbd042b45b62&Inline=true,,
JA-38-93-01/2024,cc578738-b982-44b7-b1e4-cc6ce4a86257," RM 408,240.00",1,"25/03/2024, 11",1,"RM 40,824.00","#11-02, Block B, Pangsapuri Ponderosa, Persiaran Ponderosa Utama, Taman Ponderosa, 81100, Johor Bahru, Johor",Lot 205402,79,11,M1A,Johor,Plentong,Johor Bahru,,Apartment,Building,Freehold,0,"1,281.000000",119.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45908,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=bd87c0a7-e42f-48d1-a249-a5e790bedb9a&Inline=true,,
JA-38-95-01/2024,6b42a73e-26c1-436d-8bf7-252307256e07," RM 800,000.00",1,"25/03/2024, 11",1,"RM 80,000.00","NO. 40, JALAN SAMPING 2, TAMAN BUKIT JAYA, 81800, ULU TIRAM, Johor",LOT 172412,N/A,N/A,N/A,Johor,TEBRAU,JOHOR BAHRU,,Semi-Detached,Building,Freehold,0,"2,949.000000",274.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45909,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=811bf154-ec2c-4905-8925-3a94daa80dfc&Inline=true,,
NA-38-11-01/2024,4f556fd0-3e12-420e-b1a6-b3f670285a33," RM 270,000.00",1,"25/03/2024, 11",1,"RM 27,000.00","251, JALAN DESA ORKID 5, TAMAN DESA ORKID, SENAWANG, 70450, SEREMBAN, Negeri Sembilan",2631,N/A,N/A,N/A,Negeri Sembilan,PEKAN SENAWANG,SEREMBAN,,Terrace,Building,Leasehold,0,"1,076.390000",100.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45157,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=de08a52b-4a66-411c-a98e-07f0cb6222b4&Inline=true,,
NA-38-1267-12/2023,6267cc70-f431-4726-8f40-8c677f49bb7c," RM 140,000.00",1,"25/03/2024, 11",1,"RM 14,000.00","No 99, Jalan Cengal 6, Taman Ampangan, 70400, seremban, Negeri Sembilan",Lot 13505 (dahulu dikenali sebagai PT 3807),N/A,N/A,N/A,Negeri Sembilan,Pekan Paroi,Seremban,,Terrace,Building,Freehold,0,"1,194.790000",111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45158,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e1ddc7fd-1abc-4043-a0d3-de37618c0a6a&Inline=true,,
NA-38-25-01/2024,4a759048-19a4-44ac-a189-35d2928978c9," RM 310,000.00",1,"25/03/2024, 11",1,"RM 31,000.00","NO. PT 7964, JALAN BBN 5/3G, DESA JASMIN, PUTRA NILAI, 71800, NILAI, Negeri Sembilan",LOT 27408 (DAHULU DIKENALI PT 7964),N/A,N/A,N/A,Negeri Sembilan,BANDAR NILAI UTAMA (DAHULU DIKENALI MUKIM LABU),SEREMBAN,,Terrace,Building,Freehold,0,"1,620.000000",151.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45160,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=72c649ab-0db5-47c8-b6e9-33c795785e64&Inline=true,,
NA-38-29-01/2024,4ba28ed8-a39e-47d6-9210-e33c00ec6837," RM 480,000.00",1,"25/03/2024, 11",1,"RM 48,000.00","PREMISES NO 2320, JALAN TIARA SENDAYAN 7/9, TAMAN TIARA SENDAYAN, 71900, LABU, Negeri Sembilan",PT 25328,N/A,N/A,N/A,Negeri Sembilan,MUKIM LABU,SEREMBAN,,Terrace,Building,Freehold,0,"1,302.000000",121.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45161,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8a1bdff4-35f6-4d6a-9e61-d7aace5fe13f&Inline=true,,
NA-38-31-01/2024,d56558c1-7a01-46c8-a0b7-e47ea52baf43," RM 300,000.00",1,"25/03/2024, 11",1,"RM 30,000.00","NO. 91, JALAN NILAI PERDANA 3, TAMAN NILAI PERDANA, 71800, NILAI, Negeri Sembilan",PT 14858,N/A,N/A,N/A,Negeri Sembilan,LABU,SEREMBAN,,Terrace,Building,Freehold,0,"1,593.000000",148.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45162,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=eccad83d-1958-45dd-a6ac-3978578e5dff&Inline=true,,
NA-38-33-01/2024,18833f56-38c2-44e9-86a1-d23144a0d3d8," RM 250,000.00",1,"25/03/2024, 11",1,"RM 25,000.00","NO. 117, JALAN LIMAU EMAS 6, TAMAN LIMAU EMAS FASA II, 70300, SEREMBAN, Negeri Sembilan",LOT 19932,N/A,N/A,N/A,Negeri Sembilan,BANDAR SEREMBAN,SEREMBAN,,Terrace,Building,Freehold,0,"1,442.000000",134.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45163,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8f7602d1-2ec2-40ee-bba9-75e1297bde02&Inline=true,,
NA-38-40-01/2024,8e2977cf-42e9-498d-a850-845073264fb1," RM 190,000.00",1,"25/03/2024, 11",1,"RM 19,000.00","NO. 17, JALAN MERANTI 9, TAMAN MERANTI, 72100, BAHAU, Negeri Sembilan",LOT 3791,N/A,N/A,N/A,Negeri Sembilan,PEKAN BAHAU,JEMPOL,,Terrace,Building,Freehold,0,"1,195.000000",111.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45164,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a4ba294f-7d89-4c24-8704-dd617fdf00e9&Inline=true,,
NA-38-5-01/2024,3f6b97d4-1c2a-46dc-ba8d-7bc9ef6dd382," RM 570,000.00",1,"25/03/2024, 11",1,"RM 57,000.00","No. 698, Jalan Ara Sendayan 3/7, Ara Sendayan, 70300, Seremban, Negeri Sembilan",PT 26338,N/A,N/A,N/A,Negeri Sembilan,Rasah,Seremban,,Terrace,Building,Freehold,0,"1,647.000000",153.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45165,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e7520b5c-02f7-40f9-a84f-f08c836a04bc&Inline=true,,
NA-38-6-01/2024,f5072c20-5bdb-4b64-a005-b830ce5a5fa2," RM 660,000.00",1,"25/03/2024, 11",1,"RM 66,000.00","NO. 14,, JALAN LAMAN CEMPAKA C2, LAMAN CEMPAKA , KOTA SERIEMAS, 71800, NILAI, Negeri Sembilan",LOT 33296,N/A,N/A,N/A,Negeri Sembilan,BANDAR BARU KOTA SRI MAS,SEREMBAN,,Semi-Detached,Residential,Freehold,0,"3,939.590000",366.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45168,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8eadc13f-8ee8-4513-a1e8-2135f587043c&Inline=true,,
NA-38-7-01/2024,71122499-9092-4db2-8bd3-a65bc1ed79a5," RM 250,000.00",1,"25/03/2024, 11",1,"RM 25,000.00","NO. 88, PERSIARAN SEMARAK 2, TAMAN PANCHOR JAYA, 70400, SEREMBAN, Negeri Sembilan",LOT 325,N/A,N/A,N/A,Negeri Sembilan,PEKAN PANCHOR,SEREMBAN,,Terrace,Residential,Leasehold,0,"1,679.170000",156.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45169,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=39afe8db-e472-4ed3-ac86-87983258a702&Inline=true,,
AA-38-2016-11/2023,e2de28e4-c8eb-404b-a8e0-a3c9cb51c45f," RM 320,000.00",1,"25/03/2024, 11",1,"RM 32,000.00","No.30, Lorong Biru 2/1, Taman Biru II, 32400, Ayer Tawar, Perak",PT 32261,N/A,N/A,N/A,Perak,Sitiawan,Manjung,,Semi-Detached,Residential,Freehold,0,"2,971.000000",276.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45594,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5a62f3e2-b947-45a2-a46c-9092181b8131&Inline=true,,
